"ID","Sex","Age","CausesOfDeath","Year","Deaths"
2775568,"Female","65-69","UnclassifiedAbnorm",2012,122
2775569,"Female","65-69","UnclassifiedAbnorm",2013,137
2775570,"Female","65-69","UnclassifiedAbnorm",2014,146
2775571,"Female","65-69","UnclassifiedAbnorm",2015,141
2775572,"Female","65-69","UnclassifiedAbnorm",2016,154
2775573,"Female","65-69","UnclassifiedAbnorm",2017,146
2775574,"Female","65-69","UnclassifiedAbnorm",2018,135
2775575,"Female","65-69","UnclassifiedAbnorm",2019,140
2775576,"Female","65-69","UnclassifiedAbnorm",2020,171
2775577,"Female","65-69","UnclassifiedAbnorm",2021,274
2777968,"Female","65-69","COVID-19",2020,326
2777969,"Female","65-69","COVID-19",2021,442
2777996,"Female","65-69","ExternalCauses",1996,86
2777997,"Female","65-69","ExternalCauses",1997,87
2777998,"Female","65-69","ExternalCauses",1998,88
2777999,"Female","65-69","ExternalCauses",1999,75
2778000,"Female","65-69","ExternalCauses",2000,99
2778001,"Female","65-69","ExternalCauses",2001,63
2778002,"Female","65-69","ExternalCauses",2002,70
2778003,"Female","65-69","ExternalCauses",2003,89
2778004,"Female","65-69","ExternalCauses",2004,67
2778005,"Female","65-69","ExternalCauses",2005,80
2778006,"Female","65-69","ExternalCauses",2006,73
2778007,"Female","65-69","ExternalCauses",2007,84
2778008,"Female","65-69","ExternalCauses",2008,74
2778009,"Female","65-69","ExternalCauses",2009,80
2778010,"Female","65-69","ExternalCauses",2010,85
2778011,"Female","65-69","ExternalCauses",2011,89
2778012,"Female","65-69","ExternalCauses",2012,111
2778013,"Female","65-69","ExternalCauses",2013,106
2778014,"Female","65-69","ExternalCauses",2014,107
2778015,"Female","65-69","ExternalCauses",2015,120
2778016,"Female","65-69","ExternalCauses",2016,150
2778017,"Female","65-69","ExternalCauses",2017,119
2778018,"Female","65-69","ExternalCauses",2018,139
2778019,"Female","65-69","ExternalCauses",2019,121
2778020,"Female","65-69","ExternalCauses",2020,128
2778021,"Female","65-69","ExternalCauses",2021,138
2787746,"Female","70-74","Infections",1996,69
2787747,"Female","70-74","Infections",1997,63
2787748,"Female","70-74","Infections",1998,68
2787749,"Female","70-74","Infections",1999,75
2787750,"Female","70-74","Infections",2000,67
2787751,"Female","70-74","Infections",2001,78
2787752,"Female","70-74","Infections",2002,90
2787753,"Female","70-74","Infections",2003,92
2787754,"Female","70-74","Infections",2004,81
2787755,"Female","70-74","Infections",2005,90
2787756,"Female","70-74","Infections",2006,86
2787757,"Female","70-74","Infections",2007,81
2787758,"Female","70-74","Infections",2008,79
2787759,"Female","70-74","Infections",2009,84
2787760,"Female","70-74","Infections",2010,80
2787761,"Female","70-74","Infections",2011,77
2787762,"Female","70-74","Infections",2012,75
2787763,"Female","70-74","Infections",2013,95
2787764,"Female","70-74","Infections",2014,111
2787765,"Female","70-74","Infections",2015,116
2787766,"Female","70-74","Infections",2016,123
2787767,"Female","70-74","Infections",2017,125
2787768,"Female","70-74","Infections",2018,125
2787769,"Female","70-74","Infections",2019,132
2787770,"Female","70-74","Infections",2020,123
2787771,"Female","70-74","Infections",2021,117
2792244,"Female","70-74","Neoplasms",1996,2247
2792245,"Female","70-74","Neoplasms",1997,2296
2792246,"Female","70-74","Neoplasms",1998,2231
2792247,"Female","70-74","Neoplasms",1999,2314
2792248,"Female","70-74","Neoplasms",2000,2246
2792249,"Female","70-74","Neoplasms",2001,2244
2792250,"Female","70-74","Neoplasms",2002,2290
2792251,"Female","70-74","Neoplasms",2003,2303
2792252,"Female","70-74","Neoplasms",2004,2238
2792253,"Female","70-74","Neoplasms",2005,2246
2792254,"Female","70-74","Neoplasms",2006,2314
2792255,"Female","70-74","Neoplasms",2007,2222
2792256,"Female","70-74","Neoplasms",2008,2315
2792257,"Female","70-74","Neoplasms",2009,2254
2792258,"Female","70-74","Neoplasms",2010,2383
2792259,"Female","70-74","Neoplasms",2011,2497
2792260,"Female","70-74","Neoplasms",2012,2505
2792261,"Female","70-74","Neoplasms",2013,2477
2792262,"Female","70-74","Neoplasms",2014,2590
2792263,"Female","70-74","Neoplasms",2015,2724
2792264,"Female","70-74","Neoplasms",2016,2897
2792265,"Female","70-74","Neoplasms",2017,3098
2792266,"Female","70-74","Neoplasms",2018,3183
2792267,"Female","70-74","Neoplasms",2019,3372
2792268,"Female","70-74","Neoplasms",2020,3317
2792269,"Female","70-74","Neoplasms",2021,3274
2796742,"Female","70-74","Endocr+Metabol",1996,234
2796743,"Female","70-74","Endocr+Metabol",1997,229
2796744,"Female","70-74","Endocr+Metabol",1998,217
2796745,"Female","70-74","Endocr+Metabol",1999,229
2796746,"Female","70-74","Endocr+Metabol",2000,217
2796747,"Female","70-74","Endocr+Metabol",2001,262
2796748,"Female","70-74","Endocr+Metabol",2002,267
2796749,"Female","70-74","Endocr+Metabol",2003,251
2796750,"Female","70-74","Endocr+Metabol",2004,239
2796751,"Female","70-74","Endocr+Metabol",2005,241
2796752,"Female","70-74","Endocr+Metabol",2006,185
2796753,"Female","70-74","Endocr+Metabol",2007,188
2796754,"Female","70-74","Endocr+Metabol",2008,141
2796755,"Female","70-74","Endocr+Metabol",2009,137
2796756,"Female","70-74","Endocr+Metabol",2010,141
2796757,"Female","70-74","Endocr+Metabol",2011,136
2796758,"Female","70-74","Endocr+Metabol",2012,130
2796759,"Female","70-74","Endocr+Metabol",2013,133
2796760,"Female","70-74","Endocr+Metabol",2014,133
2796761,"Female","70-74","Endocr+Metabol",2015,144
2796762,"Female","70-74","Endocr+Metabol",2016,148
2796763,"Female","70-74","Endocr+Metabol",2017,141
2796764,"Female","70-74","Endocr+Metabol",2018,175
2796765,"Female","70-74","Endocr+Metabol",2019,149
2796766,"Female","70-74","Endocr+Metabol",2020,154
2796767,"Female","70-74","Endocr+Metabol",2021,164
2798666,"Female","70-74","Psychological",1996,121
2798667,"Female","70-74","Psychological",1997,112
2798668,"Female","70-74","Psychological",1998,90
2798669,"Female","70-74","Psychological",1999,115
2798670,"Female","70-74","Psychological",2000,103
2798671,"Female","70-74","Psychological",2001,132
2798672,"Female","70-74","Psychological",2002,146
2798673,"Female","70-74","Psychological",2003,142
2798674,"Female","70-74","Psychological",2004,157
2798675,"Female","70-74","Psychological",2005,138
2798676,"Female","70-74","Psychological",2006,133
2798677,"Female","70-74","Psychological",2007,132
2798678,"Female","70-74","Psychological",2008,120
2798679,"Female","70-74","Psychological",2009,127
2798680,"Female","70-74","Psychological",2010,135
2798681,"Female","70-74","Psychological",2011,129
2798682,"Female","70-74","Psychological",2012,139
2798683,"Female","70-74","Psychological",2013,181
2798684,"Female","70-74","Psychological",2014,177
2798685,"Female","70-74","Psychological",2015,219
2798686,"Female","70-74","Psychological",2016,196
2798687,"Female","70-74","Psychological",2017,222
2798688,"Female","70-74","Psychological",2018,266
2798689,"Female","70-74","Psychological",2019,230
2798690,"Female","70-74","Psychological",2020,236
2798691,"Female","70-74","Psychological",2021,261
2800720,"Female","70-74","NervousSystem",1996,166
2800721,"Female","70-74","NervousSystem",1997,143
2800722,"Female","70-74","NervousSystem",1998,154
2800723,"Female","70-74","NervousSystem",1999,160
2800724,"Female","70-74","NervousSystem",2000,120
2800725,"Female","70-74","NervousSystem",2001,167
2800726,"Female","70-74","NervousSystem",2002,165
2800727,"Female","70-74","NervousSystem",2003,145
2800728,"Female","70-74","NervousSystem",2004,152
2800729,"Female","70-74","NervousSystem",2005,159
2800730,"Female","70-74","NervousSystem",2006,161
2800731,"Female","70-74","NervousSystem",2007,149
2800732,"Female","70-74","NervousSystem",2008,162
2800733,"Female","70-74","NervousSystem",2009,152
2800734,"Female","70-74","NervousSystem",2010,187
2800735,"Female","70-74","NervousSystem",2011,188
2800736,"Female","70-74","NervousSystem",2012,189
2800737,"Female","70-74","NervousSystem",2013,216
2800738,"Female","70-74","NervousSystem",2014,243
2800739,"Female","70-74","NervousSystem",2015,238
2800740,"Female","70-74","NervousSystem",2016,277
2800741,"Female","70-74","NervousSystem",2017,327
2800742,"Female","70-74","NervousSystem",2018,373
2800743,"Female","70-74","NervousSystem",2019,353
2800744,"Female","70-74","NervousSystem",2020,365
2800745,"Female","70-74","NervousSystem",2021,367
2802514,"Female","70-74","Eye+Adnexa",1996,0
2802515,"Female","70-74","Eye+Adnexa",1997,0
2802516,"Female","70-74","Eye+Adnexa",1998,0
2802517,"Female","70-74","Eye+Adnexa",1999,1
2802518,"Female","70-74","Eye+Adnexa",2000,0
2802519,"Female","70-74","Eye+Adnexa",2001,0
2802520,"Female","70-74","Eye+Adnexa",2002,0
2802521,"Female","70-74","Eye+Adnexa",2003,0
2802522,"Female","70-74","Eye+Adnexa",2004,0
2802523,"Female","70-74","Eye+Adnexa",2005,0
2802524,"Female","70-74","Eye+Adnexa",2006,0
2802525,"Female","70-74","Eye+Adnexa",2007,0
2802526,"Female","70-74","Eye+Adnexa",2008,0
2802527,"Female","70-74","Eye+Adnexa",2009,0
2802528,"Female","70-74","Eye+Adnexa",2010,0
2802529,"Female","70-74","Eye+Adnexa",2011,0
2802530,"Female","70-74","Eye+Adnexa",2012,0
2802531,"Female","70-74","Eye+Adnexa",2013,0
2802532,"Female","70-74","Eye+Adnexa",2014,0
2802533,"Female","70-74","Eye+Adnexa",2015,0
2802534,"Female","70-74","Eye+Adnexa",2016,0
2802535,"Female","70-74","Eye+Adnexa",2017,0
2802536,"Female","70-74","Eye+Adnexa",2018,0
2802537,"Female","70-74","Eye+Adnexa",2019,1
2802538,"Female","70-74","Eye+Adnexa",2020,1
2802539,"Female","70-74","Eye+Adnexa",2021,1
2804412,"Female","70-74","CirculatorySystem",1996,2567
2804413,"Female","70-74","CirculatorySystem",1997,2384
2804414,"Female","70-74","CirculatorySystem",1998,2359
2804415,"Female","70-74","CirculatorySystem",1999,2238
2804416,"Female","70-74","CirculatorySystem",2000,2241
2804417,"Female","70-74","CirculatorySystem",2001,2090
2804418,"Female","70-74","CirculatorySystem",2002,1988
2804419,"Female","70-74","CirculatorySystem",2003,1893
2804420,"Female","70-74","CirculatorySystem",2004,1804
2804421,"Female","70-74","CirculatorySystem",2005,1665
2804422,"Female","70-74","CirculatorySystem",2006,1434
2804423,"Female","70-74","CirculatorySystem",2007,1392
2804424,"Female","70-74","CirculatorySystem",2008,1287
2804425,"Female","70-74","CirculatorySystem",2009,1219
2804426,"Female","70-74","CirculatorySystem",2010,1245
2804427,"Female","70-74","CirculatorySystem",2011,1089
2804428,"Female","70-74","CirculatorySystem",2012,1126
2804429,"Female","70-74","CirculatorySystem",2013,1082
2804430,"Female","70-74","CirculatorySystem",2014,1109
2804431,"Female","70-74","CirculatorySystem",2015,1115
2804432,"Female","70-74","CirculatorySystem",2016,1124
2804433,"Female","70-74","CirculatorySystem",2017,1209
2804434,"Female","70-74","CirculatorySystem",2018,1228
2804435,"Female","70-74","CirculatorySystem",2019,1258
2804436,"Female","70-74","CirculatorySystem",2020,1224
2804437,"Female","70-74","CirculatorySystem",2021,1299
2808130,"Female","70-74","DigestiveSystem",1996,246
2808131,"Female","70-74","DigestiveSystem",1997,248
2808132,"Female","70-74","DigestiveSystem",1998,228
2808133,"Female","70-74","DigestiveSystem",1999,217
2808134,"Female","70-74","DigestiveSystem",2000,232
2808135,"Female","70-74","DigestiveSystem",2001,248
2808136,"Female","70-74","DigestiveSystem",2002,273
2808137,"Female","70-74","DigestiveSystem",2003,233
2808138,"Female","70-74","DigestiveSystem",2004,245
2808139,"Female","70-74","DigestiveSystem",2005,221
2808140,"Female","70-74","DigestiveSystem",2006,208
2808141,"Female","70-74","DigestiveSystem",2007,209
2808142,"Female","70-74","DigestiveSystem",2008,194
2808143,"Female","70-74","DigestiveSystem",2009,186
2808144,"Female","70-74","DigestiveSystem",2010,174
2808145,"Female","70-74","DigestiveSystem",2011,204
2808146,"Female","70-74","DigestiveSystem",2012,188
2808147,"Female","70-74","DigestiveSystem",2013,150
2808148,"Female","70-74","DigestiveSystem",2014,158
2808149,"Female","70-74","DigestiveSystem",2015,161
2808150,"Female","70-74","DigestiveSystem",2016,180
2808151,"Female","70-74","DigestiveSystem",2017,189
2808152,"Female","70-74","DigestiveSystem",2018,240
2808153,"Female","70-74","DigestiveSystem",2019,208
2808154,"Female","70-74","DigestiveSystem",2020,245
2808155,"Female","70-74","DigestiveSystem",2021,232
2810028,"Female","70-74","SkinDeseases",1996,18
2810029,"Female","70-74","SkinDeseases",1997,16
2810030,"Female","70-74","SkinDeseases",1998,16
2810031,"Female","70-74","SkinDeseases",1999,20
2810032,"Female","70-74","SkinDeseases",2000,16
2810033,"Female","70-74","SkinDeseases",2001,14
2810034,"Female","70-74","SkinDeseases",2002,17
2810035,"Female","70-74","SkinDeseases",2003,17
2810036,"Female","70-74","SkinDeseases",2004,5
2810037,"Female","70-74","SkinDeseases",2005,15
2810038,"Female","70-74","SkinDeseases",2006,15
2810039,"Female","70-74","SkinDeseases",2007,13
2810040,"Female","70-74","SkinDeseases",2008,13
2810041,"Female","70-74","SkinDeseases",2009,7
2810042,"Female","70-74","SkinDeseases",2010,15
2810043,"Female","70-74","SkinDeseases",2011,8
2810044,"Female","70-74","SkinDeseases",2012,12
2810045,"Female","70-74","SkinDeseases",2013,8
2810046,"Female","70-74","SkinDeseases",2014,5
2810047,"Female","70-74","SkinDeseases",2015,7
2810048,"Female","70-74","SkinDeseases",2016,6
2810049,"Female","70-74","SkinDeseases",2017,10
2810050,"Female","70-74","SkinDeseases",2018,12
2810051,"Female","70-74","SkinDeseases",2019,11
2810052,"Female","70-74","SkinDeseases",2020,8
2810053,"Female","70-74","SkinDeseases",2021,20
2811926,"Female","70-74","MusculSystem",1996,56
2811927,"Female","70-74","MusculSystem",1997,65
2811928,"Female","70-74","MusculSystem",1998,49
2811929,"Female","70-74","MusculSystem",1999,43
2811930,"Female","70-74","MusculSystem",2000,46
2811931,"Female","70-74","MusculSystem",2001,46
2811932,"Female","70-74","MusculSystem",2002,56
2811933,"Female","70-74","MusculSystem",2003,52
2811934,"Female","70-74","MusculSystem",2004,49
2811935,"Female","70-74","MusculSystem",2005,40
2811936,"Female","70-74","MusculSystem",2006,40
2811937,"Female","70-74","MusculSystem",2007,38
2811938,"Female","70-74","MusculSystem",2008,40
2811939,"Female","70-74","MusculSystem",2009,35
2811940,"Female","70-74","MusculSystem",2010,47
2811941,"Female","70-74","MusculSystem",2011,43
2811942,"Female","70-74","MusculSystem",2012,39
2811943,"Female","70-74","MusculSystem",2013,57
2811944,"Female","70-74","MusculSystem",2014,43
2811945,"Female","70-74","MusculSystem",2015,45
2811946,"Female","70-74","MusculSystem",2016,49
2811947,"Female","70-74","MusculSystem",2017,48
2811948,"Female","70-74","MusculSystem",2018,64
2811949,"Female","70-74","MusculSystem",2019,59
2811950,"Female","70-74","MusculSystem",2020,45
2811951,"Female","70-74","MusculSystem",2021,56
2814006,"Female","70-74","GenitourinarySystem",1996,87
2814007,"Female","70-74","GenitourinarySystem",1997,88
2814008,"Female","70-74","GenitourinarySystem",1998,102
2814009,"Female","70-74","GenitourinarySystem",1999,101
2814010,"Female","70-74","GenitourinarySystem",2000,94
2814011,"Female","70-74","GenitourinarySystem",2001,108
2814012,"Female","70-74","GenitourinarySystem",2002,113
2814013,"Female","70-74","GenitourinarySystem",2003,125
2814014,"Female","70-74","GenitourinarySystem",2004,76
2814015,"Female","70-74","GenitourinarySystem",2005,79
2814016,"Female","70-74","GenitourinarySystem",2006,105
2814017,"Female","70-74","GenitourinarySystem",2007,90
2814018,"Female","70-74","GenitourinarySystem",2008,91
2814019,"Female","70-74","GenitourinarySystem",2009,86
2814020,"Female","70-74","GenitourinarySystem",2010,91
2814021,"Female","70-74","GenitourinarySystem",2011,90
2814022,"Female","70-74","GenitourinarySystem",2012,76
2814023,"Female","70-74","GenitourinarySystem",2013,65
2814024,"Female","70-74","GenitourinarySystem",2014,86
2814025,"Female","70-74","GenitourinarySystem",2015,85
2814026,"Female","70-74","GenitourinarySystem",2016,75
2814027,"Female","70-74","GenitourinarySystem",2017,77
2814028,"Female","70-74","GenitourinarySystem",2018,108
2814029,"Female","70-74","GenitourinarySystem",2019,83
2814030,"Female","70-74","GenitourinarySystem",2020,89
2814031,"Female","70-74","GenitourinarySystem",2021,117
2816164,"Female","70-74","Pregnancy+Childbirth",1996,0
2816165,"Female","70-74","Pregnancy+Childbirth",1997,0
2816166,"Female","70-74","Pregnancy+Childbirth",1998,0
2816167,"Female","70-74","Pregnancy+Childbirth",1999,0
2816168,"Female","70-74","Pregnancy+Childbirth",2000,0
2816169,"Female","70-74","Pregnancy+Childbirth",2001,0
2816170,"Female","70-74","Pregnancy+Childbirth",2002,0
2816171,"Female","70-74","Pregnancy+Childbirth",2003,0
2816172,"Female","70-74","Pregnancy+Childbirth",2004,0
2816173,"Female","70-74","Pregnancy+Childbirth",2005,0
2816174,"Female","70-74","Pregnancy+Childbirth",2006,0
2816175,"Female","70-74","Pregnancy+Childbirth",2007,0
